Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
PPIA	0.264453	1.15E-07	0.936	0.95	0.003699
PSD3	4.185059	1.16E-07	0.063	0.004	0.00373
TULP4	1.696577	1.18E-07	0.114	0.032	0.003812
IGBP1	-1.5228	1.19E-07	0.069	0.145	0.003841
MT-CO1	-0.19899	1.21E-07	0.983	0.998	0.003915
CUTA	-0.75411	1.22E-07	0.234	0.339	0.003924
SP110	-1.26636	1.25E-07	0.079	0.161	0.004051
HCST	-0.94383	1.28E-07	0.118	0.214	0.004118
ATP5MD	0.533333	1.29E-07	0.483	0.335	0.004172
AUH	-1.11126	1.42E-07	0.105	0.194	0.004577
CREG1	-0.49134	1.43E-07	0.313	0.425	0.004602
YWHAE	0.438932	1.48E-07	0.693	0.571	0.004789
TREML4	-1.68072	1.49E-07	0.039	0.103	0.004806
PSMB9	-1.30106	1.51E-07	0.098	0.181	0.004883
INSIG1	2.036344	1.56E-07	0.102	0.026	0.00504
SAR1A	0.704978	1.60E-07	0.316	0.183	0.005169
MAP3K5	-1.1014	1.64E-07	0.146	0.24	0.005286
AFG3L2	1.94308	1.66E-07	0.102	0.026	0.005363
IMPDH1	2.048935	1.70E-07	0.095	0.022	0.0055
MRPL4	-1.03291	1.71E-07	0.136	0.228	0.005527
ARHGAP30	-0.97291	1.73E-07	0.186	0.286	0.005573
FNIP1	1.007861	1.74E-07	0.25	0.133	0.005617
RUFY3	2.073569	1.77E-07	0.098	0.024	0.0057
RHOB	1.025752	1.77E-07	0.315	0.194	0.005719
LDLRAP1	1.689356	1.77E-07	0.099	0.024	0.005729
NBDY	-1.65109	1.79E-07	0.048	0.115	0.005778
LPL	2.832408	1.85E-07	0.106	0.03	0.005982
LRWD1	-2.01162	1.89E-07	0.022	0.073	0.006113
NUFIP1	1.498329	1.90E-07	0.136	0.048	0.006125
RAP2A	1.393616	1.91E-07	0.137	0.048	0.006172
CISD1	-1.76686	1.93E-07	0.053	0.121	0.006241
NEK6	1.987062	2.00E-07	0.098	0.024	0.006466
MGAT5	1.214931	2.10E-07	0.153	0.058	0.006781
SAT1	-0.35017	2.11E-07	0.683	0.75	0.006825
ATP5PB	-0.44942	2.13E-07	0.662	0.704	0.00689
NDUFB3	-0.79188	2.14E-07	0.245	0.343	0.006909
SYNJ1	-1.03377	2.14E-07	0.121	0.212	0.006914
CD200R1	1.290309	2.20E-07	0.163	0.069	0.007089
NFE2L2	-0.4381	2.31E-07	0.48	0.593	0.007449
RAB20	0.768209	2.37E-07	0.313	0.185	0.007636
CRTC3	0.881826	2.41E-07	0.341	0.218	0.007777
METRNL	0.561621	2.51E-07	0.542	0.399	0.008115
NFKBIA	0.604371	2.57E-07	0.783	0.694	0.008287
INPP4B	-3.40604	2.62E-07	0.003	0.032	0.008444
ACOT1	-3.18202	2.66E-07	0.003	0.032	0.008574
IRF5	-0.61933	2.70E-07	0.365	0.47	0.008707
ACSL4	1.412118	2.72E-07	0.129	0.044	0.008781
SPINK2	-2.95551	2.76E-07	0.008	0.044	0.008911
ZFYVE9	-1.17146	2.76E-07	0.065	0.141	0.00892
DYNC2LI1	-4.83743	2.90E-07	0.001	0.024	0.009371
SVIL	-0.60651	2.93E-07	0.265	0.369	0.009457
OSTF1	0.443281	2.97E-07	0.725	0.641	0.009588
PGLS	-0.77721	3.09E-07	0.286	0.377	0.009987
MPP7	0.965927	3.10E-07	0.282	0.167	0.010023
ABTB1	-2.05254	3.12E-07	0.018	0.065	0.010065
SSBP2	-1.64121	3.33E-07	0.035	0.095	0.010739
ARHGAP10	2.106204	3.35E-07	0.099	0.026	0.01082
BACH1	-0.94981	3.46E-07	0.124	0.216	0.011161
UBAC2	-1.0693	3.47E-07	0.105	0.192	0.011207
TESK2	-2.61491	3.64E-07	0.007	0.042	0.011743
ZFAND5	-0.55749	3.66E-07	0.46	0.548	0.011825
MPHOSPH6	2.181687	3.67E-07	0.089	0.02	0.011864
TBCB	0.637303	3.74E-07	0.423	0.278	0.01206
CHURC1	-1.19527	3.82E-07	0.095	0.177	0.012327
DCLRE1C	-1.14369	3.92E-07	0.078	0.159	0.012653
CTDSPL	-2.19472	4.01E-07	0.019	0.067	0.012935
THEMIS2	-1.97768	4.03E-07	0.017	0.062	0.013022
FES	-0.92599	4.21E-07	0.152	0.246	0.013599
NFE2	-2.31154	4.22E-07	0.012	0.052	0.013638
ST13	0.81859	4.32E-07	0.268	0.147	0.013955
SEC61B	-0.34437	4.52E-07	0.739	0.77	0.014587
SGK3	-1.03473	4.82E-07	0.134	0.222	0.015558
PIP4K2A	-1.39355	4.84E-07	0.114	0.196	0.015611
ATP5MG	-0.32087	4.94E-07	0.777	0.861	0.015949
MRPS35	-1.74531	4.94E-07	0.027	0.081	0.015954
GRK5	-0.78151	4.95E-07	0.202	0.304	0.01598
CTSH	-0.28316	4.96E-07	0.679	0.794	0.016018
LRRC20	-3.70965	5.03E-07	0.002	0.026	0.016223
SGMS2	1.054401	5.06E-07	0.206	0.105	0.016345
MRTO4	1.151137	5.10E-07	0.143	0.054	0.01645
PDE8A	1.6454	5.11E-07	0.096	0.024	0.016496
ODC1	1.43855	5.19E-07	0.137	0.052	0.016747
DNAJC25	2.061905	5.20E-07	0.085	0.018	0.016793
CAPN2	0.792487	5.23E-07	0.272	0.153	0.016895
PSMB8	-0.3691	5.59E-07	0.466	0.579	0.018042
P4HA2	7.065535	5.63E-07	0.049	0	0.018186
SERINC3	-0.80787	5.80E-07	0.204	0.304	0.018732
NOP56	0.978004	5.93E-07	0.162	0.067	0.019142
ADAMTSL4	3.27203	6.00E-07	0.062	0.006	0.01938
SOD1	-1.41371	6.28E-07	0.074	0.147	0.020283
SLC44A2	-1.3975	6.29E-07	0.046	0.111	0.020302
ACTA2	-1.78325	6.37E-07	0.018	0.065	0.020563
MAP2K1	0.827061	6.43E-07	0.348	0.226	0.020761
EIF5A	0.390804	6.45E-07	0.776	0.696	0.020836
SLC38A2	0.779776	6.51E-07	0.349	0.226	0.021002
RPLP1	-0.22981	6.56E-07	0.898	0.964	0.021168
TMEM179B	-0.81447	6.64E-07	0.162	0.26	0.021425
SORT1	-2.44346	6.74E-07	0.014	0.054	0.021764
ATF4	0.773301	6.78E-07	0.368	0.242	0.021886
RPS10	-0.24591	6.98E-07	0.875	0.925	0.022551
PRPF31	1.312929	7.00E-07	0.125	0.044	0.022588
ANXA5	0.474528	7.20E-07	0.677	0.575	0.023259
POLE4	0.851771	7.26E-07	0.211	0.105	0.023432
BCKDHA	-1.68468	7.26E-07	0.028	0.081	0.023436
PTPN7	1.410648	7.46E-07	0.12	0.04	0.024094
ASAH1	-0.66043	7.84E-07	0.333	0.421	0.025313
CTSS	-0.16524	8.01E-07	0.906	0.98	0.025855
EGR1	-0.86765	8.03E-07	0.267	0.363	0.025939
SLFN5	-0.9141	8.09E-07	0.114	0.202	0.026109
MATK	1.407354	8.36E-07	0.133	0.05	0.026988
RAB11FIP1	1.153	8.40E-07	0.185	0.089	0.027118
PAK1IP1	-1.20429	8.42E-07	0.111	0.192	0.027172
RACK1	-0.30177	8.59E-07	0.706	0.804	0.027744
DDX21	1.283247	8.68E-07	0.137	0.052	0.028013
CXCL14	7.156684	8.75E-07	0.047	0	0.028252
NIPSNAP3B	0.777104	8.82E-07	0.229	0.119	0.028475
CD37	-0.94201	8.86E-07	0.15	0.242	0.028598
GAR1	1.512773	8.95E-07	0.115	0.038	0.028907
SRA1	0.664063	9.04E-07	0.331	0.208	0.029186
NQO2	-2.10984	9.08E-07	0.033	0.087	0.0293
NOL4L	4.897887	9.74E-07	0.051	0.002	0.031461
HADH	-2.20366	9.80E-07	0.022	0.069	0.031646
RYBP	1.260029	9.80E-07	0.162	0.073	0.031646
TNRC6B	-0.91633	9.88E-07	0.094	0.177	0.031909
ALKBH5	1.265751	1.02E-06	0.146	0.06	0.032989
ADGRG6	3.187507	1.02E-06	0.063	0.008	0.033062
PIK3AP1	1.154258	1.02E-06	0.193	0.097	0.033067
TPGS1	-1.03977	1.04E-06	0.088	0.165	0.033659
PRKCB	-0.92967	1.05E-06	0.131	0.22	0.033882
LRRC58	1.360335	1.12E-06	0.123	0.044	0.036003
BTBD9	0.653492	1.16E-06	0.357	0.238	0.037552
MBOAT7	-1.04549	1.21E-06	0.099	0.179	0.039084
TNFRSF9	5.587006	1.21E-06	0.05	0.002	0.039179
THAP11	-1.48133	1.25E-06	0.038	0.097	0.04032
GNG10	-0.63431	1.25E-06	0.376	0.466	0.040327
MGST3	-1.43963	1.28E-06	0.036	0.093	0.041218
VHL	2.360429	1.28E-06	0.07	0.012	0.041227
SH2B2	1.06211	1.28E-06	0.202	0.103	0.041443
NFAT5	0.839368	1.28E-06	0.246	0.135	0.041476
ITGAL	-1.46409	1.35E-06	0.042	0.101	0.043448
FUOM	-2.35381	1.35E-06	0.011	0.048	0.043739
PNRC1	0.609052	1.37E-06	0.536	0.397	0.044301
PNP	-0.60594	1.39E-06	0.254	0.355	0.044897
NFIL3	-0.62255	1.42E-06	0.336	0.435	0.045735
IZUMO1R	2.235391	1.42E-06	0.066	0.01	0.045988
LRRK2	-1.94699	1.47E-06	0.015	0.056	0.047383
ATP5F1B	0.334107	1.48E-06	0.763	0.673	0.047626
ECHS1	-1.08702	1.53E-06	0.096	0.173	0.049467
TMEM205	-1.37239	1.54E-06	0.052	0.115	0.049636
ITGAX	3.715176	1.54E-06	0.058	0.006	0.049849
